,content
314,'@omar_jkt Jgn sampe urusan sama Pinjol...\nSalken 😊 @omar_jkt
315,'@siluetjingga_ @cdpradika oakyy terimakasih kakk!! krn maju mundur banget itt prusahaan udah ada nama tapi kenapa google forms + detail banget kayak mau masukkin pinjol.'
316,"'@SCTV Skrg jg gerebek lg dong min biar pada bangkrut tuh pinjol ilegal karena sadis"" ..'"
317,'Pokoknya kalau tiba-tiba nama gue dipake sembarangan di pinjol
318,'@jumintenkoplak Mau lunasin hutang di pinjol biar ga terus2an diteror
319,'@Akun_sambat_bro Salah satu modus oknum pinjol ilegal'
320,'Format Notifikasi Data Penduduk yang Bisa Akses Pinjol https://t.co/aHTaUpLOxP via @weebly'
321,'@subtanyarl Anjir nomor lu dijadiin no darurat sama org yg minjem di pinjol. Mending ganti no dah nder. Toh klo lu gk kenal sama yg bersangkutan tuh tetep aja lu ditelponin sama yg tuh apk'
322,'@ahmads_411 @ameliawillys @SiiJagoan Yaa gg semudah itu pinjol sekarang
323,'@sayatambun Weh bahaya juga
324,'Daftar Fintech Lending/Pinjol Terdaftar dan Berijin Update Terbaru Juni\xa02020 https://t.co/YwLqxhvGHx'
325,'Format Notifikasi Data Penduduk yang Bisa Akses Pinjol\nhttps://t.co/xvVWRyLObV'
326,'@refauzi @hrdbacot Buat pinjol..diminta foto pegang KTP ga?'
327,'Pinjol actually suck'
328,'@CNNIndonesia Segaĺa cara digunakan untuk mendapatkan dana..bahkan menjual data kependudukan kepada Pinjol......'
329,'@yungkihyr_ @miny00ngirl @ibighitfess Tiati nomor kamu dipake / disalah gunain jd nomor darurat sama orang yg pinjol. temenku juga ada yg begini
330,'Izinkan Pinjol Akses Data Pribadi
331,'@ibighitfess Tapi mohon maaf sebelumnya
332,'@ibighitfess sender
333,'@adehardiman819 1jiah taw aja ni etmin pinjol'
334,'@zik_ijik Di kejar kejar pinjol kali'
335,'@achmadj88029175 Pak mau tanya
336,'@kamsudloe @xdrtystrngrx @VIVAcoid Sdh di monggokan ke pinjol data nya oleh itu... 😋'
337,'@egylikita22 Sms nyasar kaya pinjol itu bugulu. Kurang ajar emang 😧'
338,'Buat para Pinjol coba tawarin ke istana. Siapa tau bisa buat nutup utang negara. https://t.co/anHF5ZphBf'
339,'@iskandarbeste @hrdbacot Kl pake platform terbuka kek gugel form gratisan dll mending jangan gan.\nKecuali dia pake kek succesfactor punya SAP.\nTakutnya data dipake buat buka pinjol.\nAplg kl smp minta nama ibu kandung.'
340,'@xdrtystrngrx @LangitLintang23 @VIVAcoid taunya sms pinjol 😂'
341,'Kayanya UU ITE cm gercep klo urusan seleb ma org kaya lapor pencemaran nm baik doank dah. Trs gimn sm kita2 yg nyaris tiap hr dpt sms dari yg katanya dpt hadiah lah
342,'@ffajarr_ @cumabacabaca @SiiJagoan terus dipake buat pinjol. eh ini becanda jgn diskrinsyut😂'
343,'Sudah banyak terjadi banyak fintech yang coba-coba menawarkan pinjol dengan iming2 tertentu
344,'Pinjol Bisa Akses Data Penduduk
345,'Kelakuan DC  jaman  now  terinspirasi oleh para bucin
346,'Maksudnya verifikasinya tuh gini
347,"'""Data kependudukan bisa diakses oleh perusahaan pinjol""\nDuh headlinenya bikin ribut aja. Padahal cuma buat verifikasi doang.'"
348,"'Astaga tadinya tak pikir berita info kependudukan kita di""kerjasama""kan dgn pinjol itu plintiran. Ternyata nyata. Ampun negara ini kok tega gini. Uu perlind data pribadi kita blm punya ya https://t.co/AEwMUsLDnT'"
349,'@hrdbacot Ini web perusahan atau bukan? Isi angka random aja dulu mengantisipasi penipuan pinjol'
350,'@syaaaahaaaaa Pernah nyoba 1x\nSyarat gampang cuman KTP + foto selfie langsung acc uang langsung cair\nTapi bunga gede banget hyung \nTerus belum jatuh tempo udah diteleponin mulu dah gak gak lagi ikutan pinjol'
351,'Ini solusinya kalo gak mau ngisi form loker yang suruh masukin no2 penting yang bisa di salahkan buat kepentingan pinjol ya~ https://t.co/8aCz4uiZAP'
352,'@MardaniAliSera @kemendagri ya Allah pantasan aja hp saya aehari ada 10 sms yg masuk nawarin pinjol sgt mengangga sekali kok bisa nya yah data pribadi d jual ke pinjol bwnar2 penghianat kalian d ksh kuasa semoga Allah azab kalian yg nerkhianat pd rakyat'
353,'Siapa yg daftarin nomer aing di pinjol durian runtuh bgst'
354,'Sehingga
355,'@wisudacepet iya males kl km yg pinjol'
356,'Baru beberapa hari lalu data kependudukan di share ke beberapa pinjol. Dan saya yakin
357,'Itu idol2 pas di telpon sasaeng nyebelinnya lebih2 dari org yg ditlponin mulu sama dc pinjol kali ya'
358,'Plot twist : udah apply sebanyak2nya kerjaan ternyata lowongan yg lu apply ada yg scam dan lu gak tau
359,'@fav0rito Pinjol kyknya deh\nPinjol trus ngacak nomor yg sering dihubungi oleh temen Lo dan Lo jdi korban kyk gini\nTmn Lo minjem onlen gitu dah'
360,'Gw rasa di segmen ini aja masih banyak banget orang yang belum melek pengelolaan financenya padahal rentan miskin
361,'@RisaHart Ini ngeri nih
362,'Urusan perusahaan pinjol minta daftar kontak peminjam saja belum terdengar beres
363,'@falestari1 @hrdbacot Makanya takut bgt dibuat pinjol:” selama aku magang aja dimintain rek pas udh jd karyawan'
364,'Aksi bela korban pinjol!!!\n#anaksenjapanjalu https://t.co/RcHKi2MKcA'
365,'verifikasi ke pinjol aja
366,'@kompascom lebih penting pinjol'
367,'@hrdbacot Belum lama lamar di semacam fintech. Lalu
368,'pinjem ke pinjol ajaa😂 https://t.co/sYwHhor75i'
369,'@cdpradika banyak ko kasusnya gatau apa apa tiba tiba kedaftar pinjol
370,'@ddddina apatu pinjol man?'
371,'@erere05 @triindonesia Buat pinjol ya'
372,'@ibefqkr @_wisnuc @dhamas_ @kotatujuan Demonic pinjol\n\nDuh pengen ngutang nggo tuku ps5'
373,'@keyladylike Pinjol ta Na?'
374,'@ovo_id Udah diapus ovonya karena disuruh update data cantumin nama ibu+foto selfie pake ktp..ogah..rawan dihack buat dipake pinjol sama hacker..mending pake applikasi lain. Gpp bayar @GrabID nya jd cash aja'
375,'@babegalak1 @Dee_01984 @WibiantoAndreas @sherpa701 @WagimanDeep212 🤪 aq gk pinjol lho bee..😂'
376,'@dikautha Pinjol'
377,'@Transformers790 Tiap hari ada sms masuk nawari pinjol ini.asal jgn dtg menagih aja?!'
378,'@RINDANNGGG @hwakmureo Nah ini
379,'@financefess Pinjol dalam masa skrg lebih susah ngasih pinjaman dan kalau nagih lebih galak dari sebelum psbb berlalu'
380,'fin! apa pengalaman kalian pinjem online ? ada ga sih pinjol yg masih masuk akal bunganya ? https://t.co/qGkLZAIyYP'
381,'@fucektoxis @subtanyarl mau jajanin tp nanti dl mu pinjem duit ke pinjol🙏'
382,'@hiimbakdev pinjol
383,'@skincare_idn curiga nder takut dipake buat pinjol'
384,'@MahasiswaUMS pinjol banyak nder tpi resiko ditanggung sendiri ya'
385,'@subtanyarl Ada banyak aplikasi pinjol tapi yakin kak? Bunganya loh hati2'
386,'@subtanyarl Aku gatau mau minjem uang dimana
387,'@rlthingy Jangan pinjol deh'
388,'@BellyStretchy Semua gw tanggepin
389,'@rlthingy No..mending pinjam saudara atau teman dlu lalu nantik pas balikan kamu kasih gift atau gimana. \n\nBunga pinjol itu besar banget loh
390,'@rlthingy Jgn pinjol plzz'
391,"'@duniamanji Aku korbannya di caci maki di sebar data di bilang maling/pencuri uang perusahaan di smsin ke semua kontak di hp parah bgt deh pokoknya ka manji pengen gtu tangkep""in qe sama polisi yg pinjol"" ilegal 😢😢😢😢😢'"
392,'@menantubaiks km maunya brp
393,'Betul setuju bnget tuuh... Satu sisi Pertamina untung gede dgn tak mau turunkan BBM disaat harga minyak dunia jatuh
394,'@AlterBase18Plus Iye tau ngurus ktp ilang si gampang
395,'@SPACEY_BBH Pinjol¿'
396,'Mantap anjing........\n\nEmang kalo pinjol
397,'@_ssakinahn @infomalang Cairin mah aplikasi pinjol
398,'@jogmfs Keluarga
399,'karena ojol dan pinjol udah ada
400,'Hampir tiap hari ditawarin duit sama pinjol..jangan jangan
401,'Hampir tiap hari dikirimin pinjol..jangan-jangan
402,'@yudhirahardjo Ga usah pinjol
403,'Pinjol Bisa Akses Data Penduduk
404,'@putrutt @sarahjalan @HaloBCA Mau buat data pinjol biasanya itu'
405,'data kependudukan diobral ke pinjol? astaghfirullah jancok goblokmu paten'
406,'Mardani: Kerjasama Kemendagri-Pinjol Berbahaya
407,'Mardani: Kerjasama Kemendagri-Pinjol Berbahaya
408,'Mardani: Kerjasama Kemendagri-Pinjol Berbahaya
409,'Mardani: Kerjasama Kemendagri-Pinjol Berbahaya
410,'Mardani: Kerjasama Kemendagri-Pinjol Berbahaya
411,'Pinjol kepanjangan tangan rentenir. https://t.co/eM4PWmZVl7'
412,'Selama masa down
413,"Masalah pinjol belum selesai, sekarang ditambah lagi dengan kandasnya sebuah hubungan. Bagaimana aku tidak stress? Pacarku itu adalah orang pertama yang mengambil keperawananku :')\nDi sela-sela masa galauku, Arlin lah yang selalu ada, menemani, menghibur dan menguatkan aku."
414,"'Ada yang tau dimana bank/koperasi yg bisa untuk ngajuin pinjaman dana tanpa jaminan? Pokoknya jgn yg pinjol""'"
415,'Heboh pemberian data ke Pinjol
416,'Kemendagri Izinkan Pinjol Akses Data Kependudukan
417,"Kemendagri Beri Akses Data ke Pinjol, DPR: Belum Ada Regulasi Perlindungan Data' \nhttps://t.co/7iL3bisA4a \nlewat @SINDOnews"
418,'Rawan Disalahgunakan
419,'Sampai kpn nerima sms sperti ini..udah 4 nomer msuk nawari pinjol https://t.co/rUurBeMpbY'
420,'@MardaniAliSera @kemendagri Adakah peluang melalui UU buat rakyat utk menggugat pinjol yg selalu nawarin. mengganggu sekali sehari bs 3 x ditawari
421,'@bringas3006 @Aryprasetyo85 @KejaksaanRI @KontanNews OJK skrng cmn ngawasin pinjol dan para nasabahnya
422,'@MardaniAliSera @kemendagri Pantesan setiap hari selalu ada SMS pinjol
423,'Tumben jam segini Pinjol gak ngebangunin-_'
424,"'Haloo @Sjaechu 😎 Selamat membaca!\n""1. Bismillah"
425,"@MardaniAliSera @kemendagri Lalu ada gerombolan dungu blg: apapun yg pks ga setuju, artinya pemerintah dah bener.\n\nWoiii hater... data pribadi kita di kasih ke pershn pinjol masa' lo blg bener sih?\n\nGw sih emg ga bakal pinjam tp nih sms spam jd byk msk.\nOon nih hater..."
426,'5. Kemudian siapa yg bs menjamin data tsb aman &amp; tdk disalahgunakan? Kita tdk punya regulasi yg jelas ttg perlindungan data. Kepolisian pun menyatakan
427,'3. Sering pula Pinjol menjadi alat untuk menjerat masyarakat. Tanpa edukasi yang jelas
428,'1. Bismillah
429,'@yvanchristian Mas orang pinjol ya ? HAHAHAHAHAH'
430,'@roysimangunsong Penyalahgunaan data penduduk adalah pinjol tsb. Pinjol adalah bentuk penyalahgunaan
431,"Telponan 13 jam?\n\nSedangkan gua, cuman ada 2 tipe doang yg telfon gue:\n1. Nyokap\n2. Sales: kartu kredit, asuransi, pinjol, dll\n\nSerasa pingin ganti nomer :') https://t.co/dKxyUWo6vt"
432,'@republikaonline Pantesan ada sms spam pinjol'
433,'Pinjol Diberi Akses Data Penduduk
434,'7. Ucapannya tinggi padahal utang pinjol dmn2.\nHiduplah apa adanya. Halunya dikurangin. Gue slama ini diem klo ada cowo pamer kehaluannya karna gua mah hargain
435,'Pantas masuk tiap sebentar SMS dari Pinjol tawaran pinjaman 🥴🥴🥴 https://t.co/Gw9cliJ2zi'
436,'@KUAHSARDEN @nurarifin_ai @BambiAdama @irfanzprtm @daxmorf @Antitesis101 @secgron @DivHumas_Polri Bener ini
437,'Pinjol itu bunga 36% p.a dan orang-orang masih saja mau pakai :('
438,"@leksa Ya, di Indo jg udah mulai, applying credit card and debit card won't require wet signature anymore. Also pinjol required to have digital signature to get the license.  \n\nI think DocuSign naik daun gegara Covid juga."
439,'Rico
440,'@sbyfess Loalah nder
441,'@subtanyarl blok anjirrr terus nomernya sebar ke pinjol'
442,'@Qyora69 Jadi ada cara biar pinjol itu gratis
443,'@JJRizal @humarihidayat Berarti Kemdagri Pengijon Fee Pemerasan dgn Dalih Pinjol ⁉️ Hadeuh Beginikah cara Mencari Devisa Negara ?'
444,'@Akbarif Di inbox sms urg isinya tawaran pinjol semuaa.. edan'
445,'Sekalian deh.. Tertibkan bang plecit dan pinjol ya !! https://t.co/SUHgfdNFNR'
446,"'@nurarifin_ai @BambiAdama @irfanzprtm @GantikanKelam @daxmorf @Antitesis101 @secgron @DivHumas_Polri Kalo di aplikasi pinjaman online itu awal masuk aplikasi kita selalu ditanya ""izinkan aplikasi untuk membaca kontak?"" kalo kita ""NO"" gak akan bisa dipake aplikasinya kalo di yes in ya secara ridak lamhsung pihak pinjol dah dikasih izin liat kontak kalian dan dipake sesuka nya'"
447,'@kelomang_bacot Ga tertarik jugasi ngobrol dgn siapapun sampe berjam jam. \nLu debat sm tukang nagih pinjol kali'
448,'hari ini udah 2 sms dari pinjol'
449,'“Jangan jadi orang jahat dan benci dia”. Dude I lost my respect towards her since that loan shark knock on the door &amp;I was there clumsily open the door thinking that it was her ex husband. Not to mention the pinjol terrors came to our parents talking about debt payment'
450,'@kang_ojek_gacor Pinjol ?'
451,'@tantrisuci Degdegan pinjol ya sis?'
452,'Apakah ini fasilitas pinjol dari @triindonesia ? Kenapa cuma 2rb rupiah limitnya? https://t.co/0v6Cbyxywc'
453,'@ciamikboy @noe_roelz @Devalijh @kelomang_bacot Situ pinjol ya?'
454,'@RezReza13 Wkwk. Sejak viral di media. Dirjen nya klarifikasi katanya hanya untuk verifikasi data aja. Entah lah tujuannya apa.\nTp tanpa data penduduk pun. SMS pinjol ramai menuhin notifikasi. @kemkominfo'
455,'@CyberSkuad Sehari bisa lebih dr 3x ada sms pinjol. Lebih dr minum obat.\nhttps://t.co/NZRJILaOmf'
456,'@secgron @DivHumas_Polri Itu datanya dari pinjol mgkin 😂'
457,'@daxmorf @irfanzprtm @Antitesis101 @secgron @DivHumas_Polri Identitas data digital bisa digunakan byk hal
458,'@swrdlily buat pinjol??? Apa santet???'
459,'Teman gue yg Pinjam
460,'@hollaramdhana @Antitesis101 @BambiAdama @irfanzprtm @GantikanKelam @daxmorf @secgron @DivHumas_Polri Indo juga ada jual beli data fake buat pinjol tpi yang jual ya goblok2 wkwk
461,'Kan. Gk kaget lagi sih dr kasus tokped sama data pribadi dishare ke pinjol. Muncul deh kek gini dengan gampangnya.\n\nSamlekom mamang. https://t.co/Wk6audybLA'
462,'Nih kayak gini nih
463,'Grup pinjol kejang2\nhttps://t.co/wLRiT2e8AY'
464,'Kadar kemiskinanmu diukur dari seberapa banyak penawaran pinjol masuk di hp mu https://t.co/5G3zMbR8eN'
465,'@irfanzprtm @GantikanKelam @daxmorf @Antitesis101 @secgron @DivHumas_Polri Lebih ngerinya bisa juga misal ada orang lain pinjem uang di Pinjol tapi pake ID kamu. Terus dia ngga bayar
466,'@inudimas Data dr pinjol kali dims😅'
467,'Simak diskusi pentingnya datamu dilindungi. Bukan diobral ke pinjol #dataprivacy #datapribadi https://t.co/pYpfgZxK6H'
468,'@PartaiSocmed Sangat. Persis kayak debt collector pinjol ilegal.'
469,'gobsss kaget tiba2 ditelepon pinjol
470,'#Repost @PENYULUH_COOP\n• • • • • •\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai… https://t.co/fYik3425AQ'
471,'Kemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/yH16pSPtAL'
472,'@wu_lex Ini yg mencekik. pinjol.'
473,'Kemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/v27U5mbKD3'
474,"'apakah kamu\n-bingung pengen lampiasin uneg2?\n-bingung cicilan utang pinjol yg kebanyakan?\n-cacingan?\n\nwell i got the right solution for you!\n\nintroducing the ""blame rezim"" sasaran pelampiasan universal\n\npoor? gara2 rezim!\ncorona? rezim!\ncacingan? rezim!\ncicilan kebanyakan? rezim!'"
475,'gila ni orang2 pinjol pada dapet databasenya.. semakin banyak jg org2 yg nipu2 hadehhh'
476,'@podcastretropus Terbebas dari jeratan riba
477,'Kasian nih orang kantor ekeu di tlp &amp; di samperin orang Bank &amp; Pinjol ke kantor terus.'
478,'Kemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/RDeIQvVBEN lewat @Onlineindo News'
479,"'@rahung GIMANA KALO TAU2 ""KTP"" SEINDONESIA BUAT JAMINAN PINJOL AMA SI SRI...??\n\n🤣🤣🤣'"
480,'Kemungkinan terburuk yang lain
481,'@podoradong Pernah ditagih pinjol atas nama org. Pdhl gk pernah pinjol sama sekali... Dan parahnya itu pinjol tlp trs menerus disuruh bertanggung jawab atas nama trsbt... Kenal aja kagak🙈'
482,'negara tidak lagi menjamin hak warga negaranya.\ntermasuk hak rahasia data pribadi penduduk.\n\nKemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/EtrbZzqomy'
483,'Hah!!! pinjol? https://t.co/tPgHVmkn9u'
484,'@JJRizal @RamliRizal Brp kira-kira pendapatan yg diperoleh pemerintah dari pemberian akses data penduduk ke perusahaaan pinjol..??'
485,'@JJRizal @RamliRizal Biar rakyat terbantu cepat lewat pinjol
486,'Pinjol..??? Hadeeewh..\n\nPantes tiap hari sms masuk pinjol semuanya.. ganggu aja.. https://t.co/Kp38DYVlnY'
487,"'@rizkiadhitana aku prnh balas \' gabutuh ak banyak uang\' sangking risih ny ak berkali"" di sms sama nomor pinjol 🙃'"
488,'Kemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/gc7ZG7c4pO'
489,'@panca66 saya sih sekedar kasih saran
490,'@podoradong @hmydarman yg pernah pinjem di pinjol
491,'WTF : ANJIIIIRRRRR.....\nData Kependudukan koq bisa bisanya di Obral\nKemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/39ioR1IPgA'
492,'MPR Kritik Kemendagri Berikan Data Pribadi Warga ke Pinjol #mpr #kemendagri #merahputih https://t.co/MOoddVPCXA'
493,'Kredit Pintar: Solusi Pinjaman Online Tepercaya.\n\n#kreditpintar #JadiBerani #pinjamanonline #pinjol #KTA #danacepat \n\nhttps://t.co/3icIGdyG8r'
494,'Kayaknya negara nih yang perlu utang di pinjol
495,'Pinjol Bisa Akses Data Penduduk
496,"'KATANYA DI JAMIN KEAMANAN DATA PRIBADI OLEH NEGARA!!\nAYO KAWAN"" TUNTUT NEGARA!!\n\n""Ditjen Dukcapil Kemendagri diduga telah memberi akses data kependudukan kepada sejumlah perusahaan yg memberi layanan pinjaman online (pinjol)""\n\n#UlamaSerukanIslamBersatu\nhttps://t.co/ZOXB1BootX'"
497,'@PresidenKopi Pantas banyak banget pinjol sms ke no sy. Ini ternyata penyebabnya. Adakah UU yg dpt menjerat pelaku ?'
498,'@rahung Hahaha pemerintah ngapain sih aduh
499,'@ngapayah Bangsat bener nih  mendagri\nPantas
500,'Pengen ngekonsep ulang coffee shop tapi pinjol masih seret 😷'
501,'Pinjol Bisa Akses Data Penduduk
502,'Mantap
503,'Identitas no tlp sudah jadi urusan negara
504,'Oh ini ternyata..\nKurang ajar.. harusnya ini pelanggaran privacy..\nPantesan banyak pinjol yg nyampah di hp gue.. https://t.co/p8XnPRqBeG'
505,'@rahung Bank konvensional juga tidak terlalu seperti itu.\n-Apa tidak sebaiknya pinjol buka gerai 
506,'@Litaindahhhh PiNJOl'
507,'@Bisniscom Hellehhh...fintech
508,'@sylvkartika Iya mbak
509,'@fahmimyong98 Tanpa CC tanpa pinjol. Ntap!'
510,'@reddishaine Mungkin yg pinjol ini jg fungsinya gak jauh dari sana. Buat kyc(know your customer)'
511,'@TongSate Pinjol ?'
512,'Pinjol bisa akses data penduduk. Namun mpr minta agar kemedagri mengkaji ulang\n@DPP_PKB\nhttps://t.co/z9YVDejKQw'
513,'@PresidenKopi bagus....kalo riba ya ga usah sok sok pinjam dong
514,'@rahung Selain sehari selalu dpt paling ga 3-5 text yak
515,'@CNNIndonesia Ga ad yg aneh sih
516,'@pizza_vs_lumpia Makanya perusahaan ga bisa jual asuransi pinjol doang. Harus diversifikasi. Tapi gue juga nanya yg ngerti di asuransi knp ga ada dan cari celah prospek. Makanya yg mungkin masuk cuman asuransi besar.'
517,'@pizza_vs_lumpia Makanya background checking perlu. Cuman ga ada keunggulan dari sisi administratif sama bank konven. You know what
518,'@ngalamfess Ojok nang pinjol !'
519,'@pizza_vs_lumpia Who wants to invest di perusahaan valuasi asal-asalan? Kalo mau invest yg udah gede dan di waktu normal. Startup hotel-travel gede2 aja pada tumbang.\nPinjol is also good and easy money. Cuman gue blm lihat pengelolaan kredit macet yg baik. Cuman nyoret doang ngurangin modal.'
520,'Bodo
521,'Ojek Online = Ojol\nPinjaman Online = Pinjol\nKontrakan Online = ???'
522,"[titip] lagi butuh uang gais, ada yg kenal orang yang minjemin duit 10jt ga atau saran kudu minjem kemana, ibuk aku sakit kudu lunasin biayanya bingung banget. kalo bisa jangan pinjol ya :') oyi"
523,'@ganeeeng Ternyata minjem duit buat bayar pinjol'
524,'Pantesan dapet sms pinjol mulu
525,'Pada lembaga keuangan/ bank hanya diberikan akses untuk pencocokan dan verifikasi identitas data kependudukan
526,'NAHLOH!!! Kemdagri Beri Akses Data Penduduk ke Perusahaan Pinjol https://t.co/4t93jZMWXB'
527,'@PanglimaMinal Astagfiirullahaladzim
528,"'KATANYA DI JAMIN KEAMANAN DATA PRIBADI OLEH NEGARA!!\nAYO KAWAN"" TUNTUT NEGARA!!\n\n""Ditjen Dukcapil Kemendagri diduga telah memberi akses data kependudukan kepada sejumlah perusahaan yg memberi layanan pinjaman online (pinjol)""\n\n#UlamaSerukanIslamBersatu\nhttps://t.co/4JOauwW833'"
529,'@podoradong Ada Siapa di belakang di pinjol'
530,'#Repost @PENYULUH_COOP\n...\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/13Pq0giTzR'
